,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
159079,2D0C0834-6708-49AD-8459-CDF30F9FB8E3,702667,243238,2021-06-20 15:42:20.178000+00:00,10,FALSE,FALSE,2021-06-20 15:42:28.414000+00:00,ios-14.6,210527.1436.9923,de,21171,49.0,0,0.137266667683919,0,0,0,0,0,702500,243500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.33201164485758,8.796977061078259
159083,2D19994C-52BD-41AC-B67B-D3971254B282,559664,144483,2021-06-20 12:42:16.405000+00:00,12,FALSE,TRUE,2021-06-20 12:42:38.389000+00:00,ios-13.3.1,210527.1436.9923,en,21171,63.5,0,0.366399999459585,0,0,0,0,0,559500,144500,2021-06-20 12:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.45046315321249,6.913673687218946
159087,2D24A5BA-ED77-494A-89F7-CC86E6C6C217,730107,278202,2021-06-20 12:43:12.989000+00:00,14,FALSE,FALSE,2021-06-20 12:43:26.738000+00:00,ios-12.5.3,210527.1436.9923,de,21171,,1,0.229149997234345,0,0,0,0,0,730500,278500,2021-06-20 12:45:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.64155504920266,9.17012976307972
159097,2D404A85-BA4C-4DD0-8EEF-2759868096A3,582168,242635,2021-06-20 17:19:55.374000+00:00,10,FALSE,FALSE,2021-06-20 17:19:58.581000+00:00,ios-14.6,210527.1436.9923,fr,21171,46.5,0,0.0534500002861023,0,0,0,0,0,582500,242500,2021-06-20 17:20:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.33433289261017,7.202697655385535
159140,2DC2A67E-2B0E-4412-86AC-9EA1451B2658,592020,185182,2021-06-20 17:08:05.378000+00:00,11,FALSE,FALSE,2021-06-20 17:08:20.808000+00:00,ios-14.6,210527.1436.9923,de,21171,62.0,0,0.257166667779287,0,0,0,0,0,592500,185500,2021-06-20 17:10:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.817742148564626,7.334068205358166
159146,2DD013AA-D2A7-4AA3-8B89-FE853FE386BB,558216,167186,2021-06-20 12:26:41.772000+00:00,12,FALSE,FALSE,2021-06-20 12:27:14.998000+00:00,ios-10.3.3,210527.1436.9923,fr,21171,42.5,0,0.553766663869222,0,0,0,0,0,558500,167500,2021-06-20 12:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.654595886039765,6.8927680018403485
159152,2DD8BEA2-F5A2-4C2B-AE1C-80E8846A504E,545383,200799,2021-06-20 16:05:58.509000+00:00,12,FALSE,FALSE,2021-06-20 16:06:13.032000+00:00,ios-14.6,210527.1436.9923,fr,21171,56.5,0,0.242050000031789,0,0,0,0,0,545500,200500,2021-06-20 16:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.95601584634878,6.721100896480809
159157,2DEF9E35-95EC-4EB3-8C6F-F389CFEDC302,507345,140666,2021-06-20 15:30:47.922000+00:00,11,FALSE,FALSE,2021-06-20 15:30:58.332000+00:00,ios-14.6,210527.1436.9923,fr,21171,60.5,0,0.173500001430511,0,0,0,0,0,507500,140500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.41093042077627,6.23359009369139
159170,2E1438F6-4D4D-4F0D-9666-A3B055BF2CD8,692344,264601,2021-06-20 16:11:51.023000+00:00,11,FALSE,FALSE,2021-06-20 16:12:05.868000+00:00,ios-14.6,210527.1436.9923,de,21171,57.0,0,0.247416667143504,0,0,0,0,0,692500,264500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.52565564796016,8.664837194724841
159173,2E1EFC5D-D611-44A1-BBFE-3F0B4CC0B657,570333,162947,2021-06-20 16:56:05.134000+00:00,10,FALSE,FALSE,2021-06-20 16:56:25.338000+00:00,ios-14.6,210527.1436.9923,fr,21171,51.0,0,0.336733333269755,0,0,0,0,0,570500,162500,2021-06-20 16:55:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.61711445924799,7.051336605104883
159175,2E21E376-331A-4D47-A003-83B28489F441,614048,177712,2021-06-20 13:27:19.737000+00:00,13,FALSE,FALSE,2021-06-20 13:27:48.816000+00:00,ios-14.6,210527.1436.9923,de,21171,55.0,0,0.484649999936422,0,0,0,0,0,614500,177500,2021-06-20 13:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.750448635741854,7.622485295906557
159179,2E30DCB3-6F29-4FA7-B719-A67D9BC74B8F,604939,187031,2021-06-20 13:45:03.509000+00:00,14,FALSE,FALSE,2021-06-20 13:53:36.806000+00:00,ios-14.6,210527.1436.9923,en,21171,64.0,0,8.55494999885559,0,0,0,0,0,604500,187500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.834405474858116,7.50337309406001
159181,2E317ABC-C605-4406-8A0C-DB9B8C6E96E9,608267,191565,2021-06-20 13:53:01.159000+00:00,12,FALSE,FALSE,2021-06-20 13:53:17.597000+00:00,ios-12.5.3,210527.1436.9923,de,21171,63.0,0,0.273966666062673,0,0,0,0,0,608500,191500,2021-06-20 13:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.8751574889661,7.54707674490646
159202,2E772116-9F92-4057-B3DF-251E5AF702B0,557875,147640,2021-06-20 17:11:07.480000+00:00,12,FALSE,FALSE,2021-06-20 17:11:13.058000+00:00,ios-14.6,210527.1436.9923,en,21171,,1,0.0929666678110758,0,0,0,0,0,557500,147500,2021-06-20 17:10:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.47875127526966,6.890102881131875
159220,2E9D46B3-56C7-4BF6-AED4-E3CCA50D6615,679376,250040,2021-06-20 15:41:47.115000+00:00,11,FALSE,FALSE,2021-06-20 15:41:52.126000+00:00,ios-14.5,210527.1436.9923,de,21171,55.0,0,0.0835166652997335,0,0,0,0,0,679500,250500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.39640031592634,8.490069984303393
159222,2E9DD0A7-2842-4D75-BCC3-90BFB956B8D1,682298,240754,2021-06-20 16:26:57.892000+00:00,10,FALSE,TRUE,2021-06-20 16:27:16.386000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.308233332633972,0,0,0,0,0,682500,240500,2021-06-20 16:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.31252859916255,8.527065021969246
159231,2EBA52A7-AAE1-4A99-B025-26AB16954DB4,557746,132498,2021-06-20 10:29:47.568000+00:00,10,FALSE,FALSE,2021-06-20 14:03:20.670000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,213.551699999968,1,0,0,0,0,557500,132500,2021-06-20 10:30:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.34253475741466,6.889805777500414
159253,2EF7232F-B8A8-4F8B-9A37-DA3DE89650B6,697019,261987,2021-06-20 16:15:31.639000+00:00,11,FALSE,FALSE,2021-06-20 16:15:40.844000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.153416669368744,0,0,0,0,0,697500,261500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.501475202969885,8.726334914110451
159259,2F071885-0520-452A-A989-1011AE610532,609828,187353,2021-06-20 13:53:43.482000+00:00,13,FALSE,FALSE,2021-06-20 13:53:46.724000+00:00,ios-14.5.1,210527.1436.9923,de,21171,63.5,0,0.0540333310763041,0,0,0,0,0,609500,187500,2021-06-20 13:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.83724821350783,7.5674631251647355
159261,2F0A2A6A-9568-42EC-80C4-FBC5EDCF2A7E,694215,235511,2021-06-20 15:11:32.630000+00:00,11,FALSE,FALSE,2021-06-20 15:11:50.225000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.293249996503194,0,0,0,0,0,694500,235500,2021-06-20 15:10:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.26378210955216,8.683549368485847
159264,2F0FCFE0-3090-4CE6-9AD6-83D0CFB3CBE8,647566,248779,2021-06-20 14:27:23.335000+00:00,10,FALSE,FALSE,2021-06-20 14:27:56.290000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.549249998728434,0,0,0,0,0,647500,248500,2021-06-20 14:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.38812357757917,8.068592469463704
159267,2F184DC3-9236-4786-BF10-0531EF5B505E,667703,236577,2021-06-20 15:18:45.376000+00:00,12,FALSE,FALSE,2021-06-20 15:19:24.867000+00:00,ios-14.6,210527.1436.9923,de,21171,56.5,0,0.658183336257935,0,0,0,0,0,667500,236500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.276620340963625,8.333426434042469
159284,2F3D6E61-6A43-4851-A1B4-ED483D48F776,510480,140249,2021-06-20 10:55:31.366000+00:00,10,FALSE,FALSE,2021-06-20 10:55:52.268000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.348366665840149,0,0,0,0,0,510500,140500,2021-06-20 10:55:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.40760610290324,6.274437761452723
159296,2F629494-4BFD-44BE-BE89-9E54787FD70F,554247,145890,2021-06-20 12:39:45.418000+00:00,12,FALSE,FALSE,2021-06-20 12:40:31.817000+00:00,ios-14.6,210527.1436.9923,fr,21171,59.0,0,0.773316665490468,0,0,0,0,0,554500,145500,2021-06-20 12:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.462770844435894,6.843035400854815
159300,2F72A862-7DC1-447C-B9A3-80CE3E1F2A5B,585451,215542,2021-06-20 16:51:31.902000+00:00,12,FALSE,FALSE,2021-06-20 16:51:35.932000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,0.0671666661898295,0,0,0,0,0,585500,215500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.09072236479563,7.2470139394857185
159305,2F741B28-40B0-45FA-9645-BB0F75DF2A97,653957,237843,2021-06-20 14:53:52.341000+00:00,10,FALSE,FALSE,2021-06-20 14:54:01.634000+00:00,ios-14.6,210527.1436.9923,de,21171,44.0,0,0.154883333047231,0,0,0,0,0,653500,237500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.2892731948337,8.15191509174419
159332,2FBB72FE-8DCB-43AB-AE37-A44661865B92,661719,220049,2021-06-20 15:11:07.995000+00:00,13,FALSE,FALSE,2021-06-20 15:11:30.414000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.373650002479553,0,0,0,0,0,661500,220500,2021-06-20 15:10:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.12855064837127,8.252080940365515
159333,2FBC1993-892F-46EE-80D9-352C8AD371A4,612409,189282,2021-06-20 13:54:37.328000+00:00,13,FALSE,FALSE,2021-06-20 13:54:47.846000+00:00,ios-14.6,210527.1436.9923,de,21171,63.5,0,0.175299998124441,0,0,0,0,0,612500,189500,2021-06-20 13:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.854557275245405,7.601347818341775
159335,2FBCC02E-6414-42AC-9CAA-9DCFF13CF013,713491,95418,2021-06-20 15:05:43.809000+00:00,10,FALSE,FALSE,2021-06-20 15:06:00.678000+00:00,ios-14.4,210527.1436.9923,it,21171,43.0,0,0.281149999300639,0,0,0,0,0,713500,95500,2021-06-20 15:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.00078701614918,8.903637189298047
159341,2FCF32A5-970A-429A-B20B-44B369460CC2,571281,211936,2021-06-20 17:00:56.886000+00:00,10,FALSE,FALSE,2021-06-20 17:01:14.104000+00:00,ios-14.4.2,210513.1930.9922,fr,21171,51.5,0,0.286966669559479,0,0,0,0,0,571500,211500,2021-06-20 17:00:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.05782217692625,7.060621274008947
159343,2FD0358D-0500-4770-9BCE-29925A932C6D,659868,255934,2021-06-20 15:20:46.168000+00:00,16,FALSE,FALSE,2021-06-20 15:20:54.842000+00:00,ios-14.6,210527.1436.9923,de,21171,48.5,0,0.144566667079926,0,0,0,0,0,659500,255500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,Tennis ball,68 [mm],68.0,47.45147065724717,8.232469451960974
159344,2FD2B2E1-309D-45A4-B8F4-A090FAD218FE,596268,201984,2021-06-20 15:49:58.007000+00:00,10,FALSE,FALSE,2021-06-20 15:50:01.724000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.0619500001271566,0,0,0,0,0,596500,201500,2021-06-20 15:50:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.96891825786483,7.389591808762152
159358,2FFB51EF-FDC8-412D-8CA0-14E8EE46582C,700612,228282,2021-06-20 16:00:40.464000+00:00,10,FALSE,FALSE,2021-06-20 16:00:49.042000+00:00,ios-14.6,210527.1436.9923,de,21171,39.0,0,0.142966667811076,0,0,0,0,0,700500,228500,2021-06-20 16:00:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.1978254572878,8.766444952810991
159370,2a19309c-c1a7-4c57-a174-32b45875f7aa,561342,194980,2021-06-20 06:47:23.300000+00:00,12,FALSE,FALSE,2021-06-20 06:47:54.391000+00:00,,,fr,21171,,1,0.518183334668477,0,0,0,0,0,561500,194500,2021-06-20 06:45:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.90479743576364,6.9312509725978835
159371,2a1b6321-608e-4a6e-8580-407d81731f60,620488,263618,2021-06-20 10:57:14.017000+00:00,12,FALSE,FALSE,2021-06-20 10:57:46.340000+00:00,,,de,21171,,1,0.538716665903727,0,0,0,0,0,620500,263500,2021-06-20 10:55:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.522982056444924,7.710653514037172
159403,2a86a964-1583-4633-8370-2aac2ffed51a,778183,176230,2021-06-20 14:47:25.731000+00:00,12,FALSE,FALSE,2021-06-20 14:47:45.665000+00:00,,,de,21171,,1,0.332233333587647,0,0,0,0,0,778500,176500,2021-06-20 14:45:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.71345931482182,9.76930049841783
159416,2abf393e-9a9d-4bb0-9cc1-f24325afbad0,588542,177257,2021-06-20 13:23:09.310000+00:00,13,FALSE,FALSE,2021-06-20 13:23:55.963000+00:00,,,de,21171,64.5,0,0.777550001939138,0,0,0,0,0,588500,177500,2021-06-20 13:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.74640255399094,7.288693902783625
159417,2abf393e-9a9d-4bb0-9cc1-f24325afbad0,588534,177252,2021-06-20 16:53:46.997000+00:00,12,FALSE,FALSE,2021-06-20 16:53:51.188000+00:00,,,de,21171,63.5,0,0.0698499997456869,0,0,0,0,0,588500,177500,2021-06-20 16:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.746357438348554,7.288589339143668
159421,2ac00ed2-fd15-4f82-bbe9-0000c7232cba,674407,235256,2021-06-20 15:25:07.619000+00:00,12,TRUE,TRUE,2021-06-20 15:40:20.511000+00:00,,,en,21171,59.5,0,15.2148666659991,0,0,0,0,0,674500,235500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.26401800760994,8.42180258056217
159423,2ac10b10-b337-4fe0-acd4-aa2115c65207,721753,258069,2021-06-20 15:14:47.474000+00:00,16,FALSE,FALSE,2021-06-20 15:14:59.980000+00:00,,,de,21171,,1,0.208433334032695,0,0,0,0,0,721500,258500,2021-06-20 15:15:00+00:00,1,2021-06-20,2021-06,2021,Tennis ball,68 [mm],68.0,47.4621281198434,9.053470036569244
159425,2acaff2e-9685-4cf0-aa02-fade1a8456de,580497,177766,2021-06-20 16:50:36.858000+00:00,11,FALSE,FALSE,2021-06-20 16:50:42.320000+00:00,,,fr,21171,63.0,0,0.0910333315531413,0,0,0,0,0,580500,177500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.750793344509106,7.183393943690892
159426,2acd99bb-f8e5-4719-93b6-ec2e55a8b73c,681583,248865,2021-06-20 15:39:29.128000+00:00,11,FALSE,FALSE,2021-06-20 15:40:05.337000+00:00,,,en,21171,57.0,0,0.603483331203461,0,0,0,0,0,681500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.38556346504772,8.519086826215137
159427,2acd99bb-f8e5-4719-93b6-ec2e55a8b73c,681552,248853,2021-06-20 15:49:12.325000+00:00,12,FALSE,FALSE,2021-06-20 15:49:27.098000+00:00,,,en,21171,57.0,0,0.246216666698456,0,0,0,0,0,681500,248500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.38545938268805,8.518674135778678
159435,2ad88a95-1b01-4bbf-8e45-8b273c96c1d2,506314,137917,2021-06-20 15:35:25.680000+00:00,13,FALSE,FALSE,2021-06-20 15:35:35.920000+00:00,,,fr,21171,61.5,0,0.170666666825612,0,0,0,0,0,506500,137500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.386060965347355,6.220739032425658
159438,2ae3be56-fa28-41bc-a566-bf7b27582632,600448,204261,2021-06-20 14:35:56.812000+00:00,10,FALSE,FALSE,2021-06-20 14:36:02.549000+00:00,,,en,21171,,1,0.0956166664759318,0,0,0,0,0,600500,204500,2021-06-20 14:35:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.98941096406938,7.444520927604621
159439,2ae3be56-fa28-41bc-a566-bf7b27582632,600447,204267,2021-06-20 17:14:07.340000+00:00,10,FALSE,FALSE,2021-06-20 17:14:14.666000+00:00,,,en,21171,51.5,0,0.122099999586741,0,0,0,0,0,600500,204500,2021-06-20 17:15:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.9894649352899,7.4445077870529035
159463,2b079fb3-cb0b-441f-be42-06cce8a820a4,678032,249167,2021-06-20 15:44:00.305000+00:00,12,FALSE,FALSE,2021-06-20 15:44:09.415000+00:00,,,de,21171,54.5,0,0.15183333158493,0,0,0,0,0,678500,249500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.38870964224717,8.472116631560258
159468,2b0cfb19-658b-4be4-b134-7f4291bd1ceb,689247,252558,2021-06-20 15:43:27.907000+00:00,11,FALSE,FALSE,2021-06-20 15:43:45.601000+00:00,,,de,21171,59.5,0,0.294900000095367,0,0,0,0,0,689500,252500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.417781533416004,8.621309052068682
159482,2b29c0d6-a83a-4f0e-b2ca-e875a12291ab,682836,205784,2021-06-20 16:59:29.964000+00:00,13,FALSE,FALSE,2021-06-20 16:59:42.888000+00:00,,,de,21171,,1,0.215400000413259,0,0,0,0,0,682500,205500,2021-06-20 17:00:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.997944260964545,8.527760873829747
159483,2b2f39f6-7f47-4d92-bc09-f5f7dae6d8ca,626951,199361,2021-06-20 14:18:54.350000+00:00,11,FALSE,FALSE,2021-06-20 14:19:07.751000+00:00,,,de,21171,63.0,0,0.22335000038147,0,0,0,0,0,626500,199500,2021-06-20 14:20:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.94479050636999,7.7926238259385405
159484,2b30c2bd-dc55-4b16-98dd-fced4c0b5b33,602678,202310,2021-06-20 16:25:32.233000+00:00,16,FALSE,FALSE,2021-06-20 16:25:40.815000+00:00,,,de,21171,,1,0.143033333619436,0,0,0,0,0,602500,202500,2021-06-20 16:25:00+00:00,1,2021-06-20,2021-06,2021,Tennis ball,68 [mm],68.0,46.971856465986946,7.473824201380736
159486,2b3598a1-f175-44ee-a945-d0e5c1bcd13b,505079,145657,2021-06-20 11:56:27.476000+00:00,10,FALSE,FALSE,2021-06-20 11:56:41.435000+00:00,,,fr,21171,37.0,0,0.232649997870127,0,0,0,0,0,505500,145500,2021-06-20 11:55:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.45550466033691,6.203100139509311
159491,2b420bbe-5ad4-456b-921e-08f606a6d31f,682496,250723,2021-06-20 15:47:41.703000+00:00,12,TRUE,FALSE,2021-06-20 15:58:47.951000+00:00,,,de,21171,58.5,0,11.1041333317757,0,0,0,0,0,682500,250500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.40215937906223,8.53151946295043
159493,2b46002b-0e2e-4dbd-91d6-d24845cbe4a7,679742,241761,2021-06-20 15:34:03.673000+00:00,13,FALSE,FALSE,2021-06-20 15:34:34.643000+00:00,,,de,21171,59.0,0,0.516166663169861,0,0,0,0,0,679500,241500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.32189905849472,8.49344358001839
159499,2b565f7d-4d16-4eb9-b74e-b9e5d66eb17b,644597,200961,2021-06-20 14:31:03.820000+00:00,13,FALSE,FALSE,2021-06-20 14:31:13.604000+00:00,,,de,21171,63.5,0,0.163066669305166,0,0,0,0,0,644500,200500,2021-06-20 14:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.958233040495735,8.0245473375826
159501,2b5b05dd-55c2-4b6a-81d1-a245cf437d53,604490,187461,2021-06-20 13:49:09.214000+00:00,13,FALSE,FALSE,2021-06-20 13:49:19.817000+00:00,,,de,21171,64.0,0,0.17671666542689,0,0,0,0,0,604500,187500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.838276602213654,7.497491930926615
159505,2b630f3f-5f09-48d1-bac1-cf3c76e06cfe,506293,138076,2021-06-20 15:26:54.416000+00:00,12,FALSE,FALSE,2021-06-20 15:27:08.601000+00:00,,,fr,21171,62.5,0,0.236416669686635,0,0,0,0,0,506500,138500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.38748816133914,6.220433940858666
159510,2b67dd5d-9b70-4ead-ac73-94361119527f,592823,232405,2021-06-20 15:53:47.112000+00:00,11,TRUE,FALSE,2021-06-20 20:53:58.361000+00:00,,,fr,21171,,1,300.187483334541,1,0,0,0,0,592500,232500,2021-06-20 15:55:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.24252280139806,7.343834666385548
159513,2b6e90ad-8f09-44d5-9783-9c4d94fe3de7,571040,158716,2021-06-20 12:53:26.746000+00:00,12,FALSE,FALSE,2021-06-20 12:53:41.168000+00:00,,,fr,21171,66.5,0,0.240366665522258,0,0,0,0,0,571500,158500,2021-06-20 12:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.57908581918902,7.060833152319664
159514,2b7bba95-22cf-4a96-a59c-8072485718b6,609896,192407,2021-06-20 13:57:23.449000+00:00,13,FALSE,FALSE,2021-06-20 13:57:35.912000+00:00,,,en,21171,63.0,0,0.20771666765213,0,0,0,0,0,609500,192500,2021-06-20 13:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.88270941567096,7.568463393600161
159520,2b876ca5-1190-4bf2-abb4-baada784b6db,686000,244299,2021-06-20 15:40:25.913000+00:00,10,FALSE,FALSE,2021-06-20 15:40:58.911000+00:00,,,de,21171,59.5,0,0.549966665108999,0,0,0,0,0,685500,244500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.34393810304829,8.576699338396994
159526,2b9b59cf-1dd5-4605-beb5-409666e047c3,604615,187496,2021-06-20 13:45:54.975000+00:00,13,FALSE,FALSE,2021-06-20 13:46:09.619000+00:00,,,de,21171,64.0,0,0.244066667556763,0,0,0,0,0,604500,187500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.838590596459284,7.4991308511173
159537,2bc7b04f-632e-4df8-bb35-60b80b40668e,765940,252822,2021-06-20 19:41:20.773000+00:00,10,TRUE,TRUE,2021-06-20 19:41:38.252000+00:00,,,de,21171,,1,0.291316668192546,0,0,0,0,0,765500,252500,2021-06-20 19:40:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.40529076042756,9.63731817273829
159539,2bcc76af-8bee-4fca-93d1-5e3a000d17b5,657788,219818,2021-06-20 14:53:39.455000+00:00,12,FALSE,FALSE,2021-06-20 14:53:59.475000+00:00,,,de,21171,64.0,0,0.333666666348775,0,0,0,0,0,657500,219500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.12682766949937,8.20024448831889
159591,2c69b8ea-10d7-4e4a-8e65-d9c5c6116572,613392,185824,2021-06-20 14:27:39.713000+00:00,13,FALSE,FALSE,2021-06-20 14:28:10.913000+00:00,,,de,21171,55.5,0,0.520000000794729,0,0,0,0,0,613500,185500,2021-06-20 14:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.82343252633205,7.6141364674845855
159595,2c716584-8826-4c6d-896a-eb87f2fddc8b,619327,182940,2021-06-20 17:06:45.467000+00:00,13,FALSE,FALSE,2021-06-20 17:07:00.807000+00:00,,,de,21171,,1,0.255666665236155,0,0,0,0,0,619500,182500,2021-06-20 17:05:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.7973446814912,7.691792447764241
159596,2c716584-8826-4c6d-896a-eb87f2fddc8b,619314,182933,2021-06-20 17:07:30.310000+00:00,10,FALSE,FALSE,2021-06-20 17:07:36.900000+00:00,,,de,21171,,1,0.109833335876465,0,0,0,0,0,619500,182500,2021-06-20 17:10:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.797282090196745,7.691621871923481
159597,2c716584-8826-4c6d-896a-eb87f2fddc8b,619312,182935,2021-06-20 17:08:26.720000+00:00,10,FALSE,FALSE,2021-06-20 17:08:36.886000+00:00,,,de,21171,,1,0.169433331489563,0,0,0,0,0,619500,182500,2021-06-20 17:10:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.79730013869948,7.691595759071183
159634,2cd87904-a3df-492b-aa7f-6b9b078b2bea,610344,182521,2021-06-20 14:36:16.347000+00:00,15,FALSE,FALSE,2021-06-20 14:37:04.053000+00:00,,,de,21171,55.0,0,0.79510000149409,0,0,0,0,0,610500,182500,2021-06-20 14:35:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.79377492704952,7.574118323072805
