,Event_ID,sensorName,days,Time,CHX,CHY,calib_factor,diameter,digits,kin_energy,status,maxpoh_rad10,poh_sensorpix,maxmeshs_rad10,meshs_sensorpix,maxczc_rad10,czc_sensorpix,time_received,months,years,rad_timestamp,Lat,Lon,daily_count_by_sensor,kin_energy_H,Time2,dt,Event_start,Event_end,Event_duration,Event_hits,Event_hit_frequency,Event_KEdensity_tot,Event_KEFlux_tot,Event_KE_max,Event_D_max,Event_D_max_vicinity,Event_count,meanPOHrad10_ev,meanPOHpix_ev,meanCZCrad10_ev,meanCZCpix_ev,meanMESHSrad10_ev,meanMESHSpix_ev
11116,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:05.834000,108175.7,715026.5,3.473,9.605,462.0,0.037,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403443831.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.02106065792667028,2022-06-28 08:03:05.834000+00:00,1.008,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11117,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:06.814000,108175.7,715026.5,3.473,6.968,224.0,0.01,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403443880.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.006739693981942683,2022-06-28 08:03:06.814000+00:00,0.9800000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11118,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:07.394000,108175.7,715026.5,3.473,7.789,288.0,0.016,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403443925.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.010008438439389564,2022-06-28 08:03:07.394000+00:00,0.5800000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11119,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:07.873000,108175.7,715026.5,3.473,7.644,276.0,0.015,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403443970.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.009362561465166844,2022-06-28 08:03:07.873000+00:00,0.47900000000000004,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11120,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:08.851000,108175.7,715026.5,3.473,7.158,238.0,0.011,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403444014.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.007415096161668097,2022-06-28 08:03:08.851000+00:00,0.9780000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11121,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:09.246000,108175.7,715026.5,3.473,9.742,477.0,0.039,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403444055.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.022146602878934867,2022-06-28 08:03:09.246000+00:00,0.395,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11122,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:09.933000,108175.7,715026.5,3.473,5.224,117.0,0.003,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513138.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.002423915751753507,2022-06-28 08:03:09.933000+00:00,0.687,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11123,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:10.266000,108175.7,715026.5,3.473,6.885,218.0,0.01,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513186.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.006458999886376498,2022-06-28 08:03:10.266000+00:00,0.333,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11124,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:10.443000,108175.7,715026.5,3.473,4.916,102.0,0.003,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513227.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0019535675243889257,2022-06-28 08:03:10.443000+00:00,0.17700000000000002,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11125,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:11.021000,108175.7,715026.5,3.473,12.73,872.0,0.113,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513271.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.05724625839992197,2022-06-28 08:03:11.021000+00:00,0.5780000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11126,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:11.201000,108175.7,715026.5,3.473,4.98,105.0,0.003,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513315.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0020453632117821037,2022-06-28 08:03:11.201000+00:00,0.18000000000000002,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11127,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:11.628000,108175.7,715026.5,3.473,5.986,159.0,0.006,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513365.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0039304439099809105,2022-06-28 08:03:11.628000+00:00,0.42700000000000005,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11128,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:12.024000,108175.7,715026.5,3.473,7.545,268.0,0.014,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513404.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.008939157519907166,2022-06-28 08:03:12.024000+00:00,0.396,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11129,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:12.331000,108175.7,715026.5,3.473,6.926,221.0,0.01,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513453.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.006596584093415688,2022-06-28 08:03:12.331000+00:00,0.307,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11130,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:12.730000,108175.7,715026.5,3.473,8.036,309.0,0.018,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513493.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.011181447223612811,2022-06-28 08:03:12.730000+00:00,0.399,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11131,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:13.307000,108175.7,715026.5,3.473,7.607,273.0,0.014,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513532.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.009202671111039293,2022-06-28 08:03:13.307000+00:00,0.5770000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11132,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:13.683000,108175.7,715026.5,3.473,7.198,241.0,0.012,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513573.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.00756324752308226,2022-06-28 08:03:13.683000+00:00,0.376,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11133,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:14.561000,108175.7,715026.5,3.473,7.184,240.0,0.012,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513613.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.007511154972782477,2022-06-28 08:03:14.561000+00:00,0.878,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11134,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:15.439000,108175.7,715026.5,3.473,9.806,484.0,0.04,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513657.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.02266744022911513,2022-06-28 08:03:15.439000+00:00,0.878,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11135,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:16.618000,108175.7,715026.5,3.473,11.244,659.0,0.069,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513698.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.03684471866392467,2022-06-28 08:03:16.618000+00:00,1.179,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11136,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:17.095000,108175.7,715026.5,3.473,6.954,223.0,0.01,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513742.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0066917454165507755,2022-06-28 08:03:17.095000+00:00,0.47700000000000004,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11137,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:17.473000,108175.7,715026.5,3.473,9.966,502.0,0.043,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513781.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.024007968227348377,2022-06-28 08:03:17.473000+00:00,0.378,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11138,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:17.850000,108175.7,715026.5,3.473,5.361,124.0,0.004,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513825.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0026572284231837465,2022-06-28 08:03:17.850000+00:00,0.377,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11139,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:18.127000,108175.7,715026.5,3.473,6.308,179.0,0.007,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513867.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.004733929153539076,2022-06-28 08:03:18.127000+00:00,0.277,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11140,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:18.304000,108175.7,715026.5,3.473,6.567,196.0,0.008,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513907.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.00546083659643125,2022-06-28 08:03:18.304000+00:00,0.17700000000000002,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11141,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:18.882000,108175.7,715026.5,3.473,11.571,703.0,0.077,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513951.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.040791807155835184,2022-06-28 08:03:18.882000+00:00,0.5780000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11142,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:19.661000,108175.7,715026.5,3.473,8.777,377.0,0.026,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403513989.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.015292726543220624,2022-06-28 08:03:19.661000+00:00,0.779,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11143,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:20.840000,108175.7,715026.5,3.473,10.088,516.0,0.045,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514031.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.02506768823391768,2022-06-28 08:03:20.840000+00:00,1.179,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11144,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:21.219000,108175.7,715026.5,3.473,8.642,364.0,0.024,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514072.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.01447394452029872,2022-06-28 08:03:21.219000+00:00,0.379,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11145,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:21.799000,108175.7,715026.5,3.473,9.992,505.0,0.043,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514117.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.024231058363147748,2022-06-28 08:03:21.799000+00:00,0.5800000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11146,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:22.077000,108175.7,715026.5,3.473,7.277,247.0,0.012,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514158.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.007862075400585934,2022-06-28 08:03:22.077000+00:00,0.278,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11147,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:22.858000,108175.7,715026.5,3.473,11.541,699.0,0.077,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514201.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.04041759699726092,2022-06-28 08:03:22.858000+00:00,0.781,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11148,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:23.438000,108175.7,715026.5,3.473,6.626,200.0,0.008,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514242.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.005637010653286471,2022-06-28 08:03:23.438000+00:00,0.5800000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11149,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:23.817000,108175.7,715026.5,3.473,6.386,184.0,0.007,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514284.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.004945029867305011,2022-06-28 08:03:23.817000+00:00,0.379,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11150,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:24.018000,108175.7,715026.5,3.473,6.828,214.0,0.009,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514329.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.006271165218983712,2022-06-28 08:03:24.018000+00:00,0.201,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11151,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:24.831000,108175.7,715026.5,3.473,13.8,1046.0,0.157,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514373.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.07623897176193518,2022-06-28 08:03:24.831000+00:00,0.8130000000000001,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11152,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:25.121000,108175.7,715026.5,3.473,7.118,235.0,0.011,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514414.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.007269040952771244,2022-06-28 08:03:25.121000+00:00,0.29000000000000004,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11153,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:25.740000,108175.7,715026.5,3.473,10.018,508.0,0.044,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514466.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.02445563369221248,2022-06-28 08:03:25.740000+00:00,0.619,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11154,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:26.940000,108175.7,715026.5,3.473,14.009,1082.0,0.166,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514575.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.08041769185914756,2022-06-28 08:03:26.940000+00:00,1.2000000000000002,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11155,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:27.417000,108175.7,715026.5,3.473,6.995,226.0,0.01,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514671.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.006832862406876437,2022-06-28 08:03:27.417000+00:00,0.47700000000000004,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11156,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:28.194000,108175.7,715026.5,3.473,7.955,302.0,0.017,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514768.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.010786459737767531,2022-06-28 08:03:28.194000+00:00,0.777,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11157,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:28.996000,108175.7,715026.5,3.473,11.122,643.0,0.066,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514832.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.03544504529972189,2022-06-28 08:03:28.996000+00:00,0.802,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11158,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:29.275000,108175.7,715026.5,3.473,5.264,119.0,0.003,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514871.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.002490448983795944,2022-06-28 08:03:29.275000+00:00,0.279,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
11159,1863,SportivoRIVERA,2022-06-28,2022-06-28 08:03:29.450000,108175.7,715026.5,3.473,5.763,146.0,0.005,0,100.0,100.0,6.2,4.2,65.5,62.5,1656403514915.0,2022-06,2022,2022-06-28 08:05:00,46.11526880312316,8.926576617384733,261,0.0034348586758672626,2022-06-28 08:03:29.450000+00:00,0.17500000000000002,2022-06-28 08:00:33.382000+00:00,2022-06-28 08:05:36.666000+00:00,303.284,261,0.8605795228234921,46.94688849347492,0.15479513753931934,1.257,23.226,36.84787018255578,1,100.0,100.0,65.45019157088123,62.42911877394636,6.185057471264368,4.4318007662835255
