,Event_ID,sensorName,days,Time,CHX,CHY,calib_factor,diameter,digits,kin_energy,status,maxpoh_rad10,poh_sensorpix,maxmeshs_rad10,meshs_sensorpix,maxczc_rad10,czc_sensorpix,time_received,months,years,rad_timestamp,Lat,Lon,daily_count_by_sensor,kin_energy_H,Time2,dt,Event_start,Event_end,Event_duration,Event_hits,Event_hit_frequency,Event_KEdensity_tot,Event_KEFlux_tot,Event_KE_max,Event_D_max,Event_D_max_vicinity,Event_count,meanPOHrad10_ev,meanPOHpix_ev,meanCZCrad10_ev,meanCZCpix_ev,meanMESHSrad10_ev,meanMESHSpix_ev
204,10,AbfallCAGIALLO,2022-06-28,2022-06-28 06:45:18.468000,102808.1,718810.3,3.345,7.669,200.0,0.015,0,88.0,74.0,0.0,0.0,61.0,61.0,1656398757433.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.009471718726076429,2022-06-28 06:45:18.468000+00:00,24364592.814000003,2022-06-28 06:45:18.468000+00:00,2022-06-28 06:45:45.489000+00:00,27.021,4,0.14803301136153363,0.24955495076809187,0.009235592715594976,0.018,7.996,5.955375253549698,54,88.0,74.0,61.0,61.0,0.0,0.0
205,10,AbfallCAGIALLO,2022-06-28,2022-06-28 06:45:30.779000,102808.1,718810.3,3.345,6.937,159.0,0.01,0,88.0,74.0,0.0,0.0,61.0,61.0,1656398757487.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.006633852165106737,2022-06-28 06:45:30.779000+00:00,12.311,2022-06-28 06:45:18.468000+00:00,2022-06-28 06:45:45.489000+00:00,27.021,4,0.14803301136153363,0.24955495076809187,0.009235592715594976,0.018,7.996,5.955375253549698,54,88.0,74.0,61.0,61.0,0.0,0.0
206,10,AbfallCAGIALLO,2022-06-28,2022-06-28 06:45:39.902000,102808.1,718810.3,3.345,7.996,220.0,0.018,0,88.0,74.0,0.0,0.0,61.0,61.0,1656398757532.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.01098511636962632,2022-06-28 06:45:39.902000+00:00,9.123000000000001,2022-06-28 06:45:18.468000+00:00,2022-06-28 06:45:45.489000+00:00,27.021,4,0.14803301136153363,0.24955495076809187,0.009235592715594976,0.018,7.996,5.955375253549698,54,88.0,74.0,61.0,61.0,0.0,0.0
207,10,AbfallCAGIALLO,2022-06-28,2022-06-28 06:45:45.489000,102808.1,718810.3,3.345,6.156,121.0,0.006,0,88.0,74.0,0.0,0.0,61.0,61.0,1656398757582.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.004341265462945928,2022-06-28 06:45:45.489000+00:00,5.587000000000001,2022-06-28 06:45:18.468000+00:00,2022-06-28 06:45:45.489000+00:00,27.021,4,0.14803301136153363,0.24955495076809187,0.009235592715594976,0.018,7.996,5.955375253549698,54,88.0,74.0,61.0,61.0,0.0,0.0
208,11,AbfallCAGIALLO,2022-06-28,2022-06-28 06:49:01.881000,102808.1,718810.3,3.345,6.309,128.0,0.007,0,81.0,77.0,0.0,0.0,63.5,57.0,1656398976760.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.004736593840533778,2022-06-28 06:49:01.881000+00:00,196.39200000000002,2022-06-28 06:49:01.881000+00:00,2022-06-28 06:49:47.084000+00:00,45.203,2,0.044244851005464235,0.16297466172610084,0.003605394812868633,0.025,8.73,7.444219066937121,218,81.0,77.0,63.5,57.0,0.0,0.0
209,11,AbfallCAGIALLO,2022-06-28,2022-06-28 06:49:47.084000,102808.1,718810.3,3.345,8.73,269.0,0.025,0,81.0,77.0,0.0,0.0,63.5,57.0,1656399000612.0,2022-06,2022,2022-06-28 06:50:00,46.06633741014225,8.974150972601462,6,0.015003992512568707,2022-06-28 06:49:47.084000+00:00,45.203,2022-06-28 06:49:01.881000+00:00,2022-06-28 06:49:47.084000+00:00,45.203,2,0.044244851005464235,0.16297466172610084,0.003605394812868633,0.025,8.73,7.444219066937121,218,81.0,77.0,63.5,57.0,0.0,0.0
665,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:18.387000,200748.5,643987.7,3.518,6.324,139.0,0.007,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223541.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.004776693562854669,2021-06-20 14:26:18.387000+00:00,25414555.725,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
666,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:21.872000,200748.5,643987.7,3.518,6.324,139.0,0.007,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223600.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.004776693562854669,2021-06-20 14:26:21.872000+00:00,3.4850000000000003,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
667,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:29.811000,200748.5,643987.7,3.518,10.086,456.0,0.045,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223642.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.025050049891141735,2021-06-20 14:26:29.811000+00:00,7.939,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
668,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:39.704000,200748.5,643987.7,3.518,7.977,251.0,0.017,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223681.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.010892732170732031,2021-06-20 14:26:39.704000+00:00,9.893,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
669,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:43.786000,200748.5,643987.7,3.518,8.634,307.0,0.024,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223724.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.014426435252825179,2021-06-20 14:26:43.786000+00:00,4.082,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
670,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:49.971000,200748.5,643987.7,3.518,7.588,221.0,0.014,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199223763.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.009121332082299904,2021-06-20 14:26:49.971000+00:00,6.1850000000000005,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
671,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:26:55.979000,200748.5,643987.7,3.518,5.556,100.0,0.004,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199237539.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.003016561717273893,2021-06-20 14:26:55.979000+00:00,6.008,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
672,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:20.625000,200748.5,643987.7,3.518,5.768,110.0,0.005,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199286902.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.0034454497248054233,2021-06-20 14:27:20.625000+00:00,24.646,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
673,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:24.409000,200748.5,643987.7,3.518,6.781,166.0,0.009,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199286943.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.006119262252977021,2021-06-20 14:27:24.409000+00:00,3.7840000000000003,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
674,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:28.090000,200748.5,643987.7,3.518,11.669,661.0,0.08,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199286983.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.04203157799241325,2021-06-20 14:27:28.090000+00:00,3.681,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
675,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:30.872000,200748.5,643987.7,3.518,6.797,167.0,0.009,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199287023.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.006170673698937707,2021-06-20 14:27:30.872000+00:00,2.782,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
676,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:40.964000,200748.5,643987.7,3.518,5.768,110.0,0.005,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199287072.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.0034454497248054233,2021-06-20 14:27:40.964000+00:00,10.092,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
677,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:46.250000,200748.5,643987.7,3.518,6.748,164.0,0.009,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199287116.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.006014198887943618,2021-06-20 14:27:46.250000+00:00,5.2860000000000005,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
678,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:46.829000,200748.5,643987.7,3.518,9.792,423.0,0.04,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199287161.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.022552763237752786,2021-06-20 14:27:46.829000+00:00,0.5790000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
679,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:51.115000,200748.5,643987.7,3.518,7.628,224.0,0.015,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199287207.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.009293176876401906,2021-06-20 14:27:51.115000+00:00,4.2860000000000005,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
680,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:27:57.206000,200748.5,643987.7,3.518,6.178,131.0,0.006,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199301050.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.00439659369411918,2021-06-20 14:27:57.206000+00:00,6.091,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
681,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:03.515000,200748.5,643987.7,3.518,12.893,852.0,0.119,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199301087.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.05989118582554401,2021-06-20 14:28:03.515000+00:00,6.309,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
682,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:06.698000,200748.5,643987.7,3.518,5.85,114.0,0.005,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199301133.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.003622510043106481,2021-06-20 14:28:06.698000+00:00,3.1830000000000003,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
683,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:13.966000,200748.5,643987.7,3.518,11.683,663.0,0.08,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199315389.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.042210870724565024,2021-06-20 14:28:13.966000+00:00,7.268000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
684,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:18.553000,200748.5,643987.7,3.518,9.608,403.0,0.037,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199315430.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.021084019232526865,2021-06-20 14:28:18.553000+00:00,4.587000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
685,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:19.753000,200748.5,643987.7,3.518,8.397,286.0,0.021,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199315474.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.013069140215018609,2021-06-20 14:28:19.753000+00:00,1.2000000000000002,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
686,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:23.438000,200748.5,643987.7,3.518,6.938,176.0,0.01,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199315513.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.006637247653640795,2021-06-20 14:28:23.438000+00:00,3.685,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
687,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:24.457000,200748.5,643987.7,3.518,11.256,603.0,0.069,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199330035.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.03698450183429409,2021-06-20 14:28:24.457000+00:00,1.0190000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
688,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:25.440000,200748.5,643987.7,3.518,7.18,192.0,0.011,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199330139.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.007496318850227973,2021-06-20 14:28:25.440000+00:00,0.9830000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
689,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:26.019000,200748.5,643987.7,3.518,7.339,203.0,0.013,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199330240.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.008102466142417015,2021-06-20 14:28:26.019000+00:00,0.5790000000000001,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
690,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:27.998000,200748.5,643987.7,3.518,8.014,254.0,0.018,0,100.0,100.0,7.0,5.1,61.5,60.0,1624199330310.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.01107315613993694,2021-06-20 14:28:27.998000+00:00,1.979,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
691,101,BadiSCHUEPFHEIM,2021-06-20,2021-06-20 14:28:30.810000,200748.5,643987.7,3.518,6.748,164.0,0.009,0,100.0,98.0,5.2,3.8,61.5,60.0,1624199330371.0,2021-06,2021,2021-06-20 14:30:00,46.95636223165917,8.0165221059147,27,0.006014198887943618,2021-06-20 14:28:30.810000+00:00,2.8120000000000003,2021-06-20 14:26:18.387000+00:00,2021-06-20 14:28:30.810000+00:00,132.423,27,0.20389207312929022,3.503955227111168,0.02646032205214478,0.119,12.893,15.888438133874242,1,100.0,99.92592592592592,61.5,60.0,6.933333333333333,5.051851851851851
1598,215,BkwFANKHAUS,2021-06-20,2021-06-20 14:17:42.464000,200045.2,634420.2,3.476,5.649,195.0,0.004,0,100.0,100.0,6.9,6.5,65.0,64.5,1624198705237.0,2021-06,2021,2021-06-20 14:20:00,46.9506003375418,7.890778761258476,2,0.0031996712857806165,2021-06-20 14:17:42.464000+00:00,63587076.784,2021-06-20 14:17:42.464000+00:00,2021-06-20 14:17:43.745000+00:00,1.2810000000000001,2,1.5612802498048397,0.1476957871892789,0.1152972577589999,0.025,8.709,7.401622718052739,218,100.0,100.0,65.0,64.5,6.9,6.5
1599,215,BkwFANKHAUS,2021-06-20,2021-06-20 14:17:43.745000,200045.2,634420.2,3.476,8.709,466.0,0.025,0,100.0,100.0,6.9,6.5,65.0,64.5,1624198705274.0,2021-06,2021,2021-06-20 14:20:00,46.9506003375418,7.890778761258476,2,0.014876258113148468,2021-06-20 14:17:43.745000+00:00,1.2810000000000001,2021-06-20 14:17:42.464000+00:00,2021-06-20 14:17:43.745000+00:00,1.2810000000000001,2,1.5612802498048397,0.1476957871892789,0.1152972577589999,0.025,8.709,7.401622718052739,218,100.0,100.0,65.0,64.5,6.9,6.5
1924,304,CanottieriLUGANO,2022-06-28,2022-06-28 05:58:58.648000,95869.5,718063.9,3.347,6.797,121.0,0.009,0,64.0,0.0,0.0,0.0,59.5,42.5,1656395989263.0,2022-06,2022,2022-06-28 06:00:00,46.00406405499526,8.962764838213745,1,0.006170673698937707,2022-06-28 05:58:58.648000+00:00,322031.332,2022-06-28 05:58:58.648000+00:00,2022-06-28 05:58:58.648000+00:00,0.0,1,0.0,0.04583662361046586,inf,0.009,6.797,3.5233265720081137,1622,64.0,0.0,59.5,42.5,0.0,0.0
1938,317,CarportESCHOLZMATT,2021-06-20,2021-06-20 14:12:32.988000,195217.0,637519.7,3.215,8.577,214.0,0.023,0,100.0,100.0,7.0,6.6,64.0,54.5,1624198481268.0,2021-06,2021,2021-06-20 14:15:00,46.907002850131654,7.931095405364306,4,0.014091167566012175,2021-06-20 14:12:32.988000+00:00,1365389.8420000002,2021-06-20 14:12:32.988000+00:00,2021-06-20 14:15:37.059000+00:00,184.071,4,0.021730745201579825,0.23427607623126995,0.0012727484298519047,0.023,8.577,7.133874239350914,54,100.0,100.0,64.75,55.25,7.0,6.525
1939,317,CarportESCHOLZMATT,2021-06-20,2021-06-20 14:13:36.476000,195217.0,637519.7,3.215,6.257,108.0,0.007,0,100.0,100.0,7.0,6.5,65.0,55.5,1624198543763.0,2021-06,2021,2021-06-20 14:15:00,46.907002850131654,7.931095405364306,4,0.0045994523480017814,2021-06-20 14:13:36.476000+00:00,63.48800000000001,2021-06-20 14:12:32.988000+00:00,2021-06-20 14:15:37.059000+00:00,184.071,4,0.021730745201579825,0.23427607623126995,0.0012727484298519047,0.023,8.577,7.133874239350914,54,100.0,100.0,64.75,55.25,7.0,6.525
1940,317,CarportESCHOLZMATT,2021-06-20,2021-06-20 14:15:27.366000,195217.0,637519.7,3.215,6.176,105.0,0.006,0,100.0,100.0,7.0,6.5,65.0,55.5,1624198656806.0,2021-06,2021,2021-06-20 14:20:00,46.907002850131654,7.931095405364306,4,0.004391543041334887,2021-06-20 14:15:27.366000+00:00,110.89,2021-06-20 14:12:32.988000+00:00,2021-06-20 14:15:37.059000+00:00,184.071,4,0.021730745201579825,0.23427607623126995,0.0012727484298519047,0.023,8.577,7.133874239350914,54,100.0,100.0,64.75,55.25,7.0,6.525
1941,317,CarportESCHOLZMATT,2021-06-20,2021-06-20 14:15:37.059000,195217.0,637519.7,3.215,7.006,138.0,0.01,0,100.0,100.0,7.0,6.5,65.0,55.5,1624198656851.0,2021-06,2021,2021-06-20 14:20:00,46.907002850131654,7.931095405364306,4,0.00687108380692949,2021-06-20 14:15:37.059000+00:00,9.693000000000001,2021-06-20 14:12:32.988000+00:00,2021-06-20 14:15:37.059000+00:00,184.071,4,0.021730745201579825,0.23427607623126995,0.0012727484298519047,0.023,8.577,7.133874239350914,54,100.0,100.0,64.75,55.25,7.0,6.525
2146,333,CarportFINSTERWALD,2021-06-20,2021-06-20 14:33:26.510000,202702.9,650542.6,3.392,6.801,160.0,0.009,0,100.0,100.0,6.3,0.0,62.0,47.5,1624199706574.0,2021-06,2021,2021-06-20 14:35:00,46.97347547115598,8.10285067805207,4,0.006183574880811767,2021-06-20 14:33:26.510000+00:00,5192416.502,2021-06-20 14:33:26.510000+00:00,2021-06-20 14:34:16.139000+00:00,49.629000000000005,4,0.08059803743778839,0.743571894125335,0.014982608840100243,0.123,12.978,16.060851926977687,54,100.0,100.0,62.0,47.5,6.3,0.0
2147,333,CarportFINSTERWALD,2021-06-20,2021-06-20 14:33:56.143000,202702.9,650542.6,3.392,12.978,724.0,0.123,0,100.0,100.0,6.3,0.0,62.0,47.5,1624199706622.0,2021-06,2021,2021-06-20 14:35:00,46.97347547115598,8.10285067805207,4,0.06130471199221774,2021-06-20 14:33:56.143000+00:00,29.633000000000003,2021-06-20 14:33:26.510000+00:00,2021-06-20 14:34:16.139000+00:00,49.629000000000005,4,0.08059803743778839,0.743571894125335,0.014982608840100243,0.123,12.978,16.060851926977687,54,100.0,100.0,62.0,47.5,6.3,0.0
2148,333,CarportFINSTERWALD,2021-06-20,2021-06-20 14:34:01.834000,202702.9,650542.6,3.392,6.304,134.0,0.007,0,100.0,100.0,6.3,0.0,62.0,47.5,1624199722665.0,2021-06,2021,2021-06-20 14:35:00,46.97347547115598,8.10285067805207,4,0.004723281172696318,2021-06-20 14:34:01.834000+00:00,5.691000000000001,2021-06-20 14:33:26.510000+00:00,2021-06-20 14:34:16.139000+00:00,49.629000000000005,4,0.08059803743778839,0.743571894125335,0.014982608840100243,0.123,12.978,16.060851926977687,54,100.0,100.0,62.0,47.5,6.3,0.0
2149,333,CarportFINSTERWALD,2021-06-20,2021-06-20 14:34:16.139000,202702.9,650542.6,3.392,6.344,136.0,0.007,0,100.0,100.0,6.3,0.0,62.0,47.5,1624199759012.0,2021-06,2021,2021-06-20 14:35:00,46.97347547115598,8.10285067805207,4,0.004830538439449662,2021-06-20 14:34:16.139000+00:00,14.305000000000001,2021-06-20 14:33:26.510000+00:00,2021-06-20 14:34:16.139000+00:00,49.629000000000005,4,0.08059803743778839,0.743571894125335,0.014982608840100243,0.123,12.978,16.060851926977687,54,100.0,100.0,62.0,47.5,6.3,0.0
2184,348,CarportROMOOS,2021-06-20,2021-06-20 14:26:50.162000,206953.7,644961.0,3.249,6.931,103.0,0.01,0,100.0,100.0,7.0,4.6,61.5,58.0,1624199376607.0,2021-06,2021,2021-06-20 14:30:00,47.01211202071739,8.029922188227037,4,0.006613505430717006,2021-06-20 14:26:50.162000+00:00,23484684.51,2021-06-20 14:26:50.162000+00:00,2021-06-20 14:28:29.795000+00:00,99.63300000000001,4,0.0401473407405177,0.3819718634205488,0.0038337886385088147,0.029,9.085,8.16430020283976,54,100.0,100.0,61.5,58.0,7.0,4.6
